Num ordine;Data ordine;Nominativo;B2B;Categoria;Prodotto;Periodo consegna;MM consegna ordine;AA consegna ordine;GG consegna ordine;Prz unitario;Unità misura;Qta;Tot riga;Imponibile ordine;IVA;Spese spedizione e consegna;Tot ordine;Transazione;Data consegna ordine;Mod pag GG;Pagamento
2025-000433;27/01/2025;Privato-0040;Privato;Altre piante;Piante per l'industria;Annuale;1;2025;29; 37,73 € ;Pezzo;6;226,38;326,51;20%;10;401,812;Differita;29/01/2025;37;05/03/2025
2025-000434;20/04/2025;Privato-0530;Privato;Spezie piante aromatiche;Menta;Aprile;4;2025;20; 0,55 € ;Confezione;10;5,5;5,5;20%;1;7,6;Immediata;20/04/2025;0;20/04/2025
2025-000436;05/07/2025;RagSoc-0005;RagSoc;Cereali;Orzo;Settembre;9;2025;3; 316,64 € ;t;16;5066,24;5106,04;20%;21;6148,248;Differita;03/09/2025;113;26/10/2025
2025-000436;19/08/2025;Privato-0281;Privato;Frutta in guscio;Semi girasole;Agosto;8;2025;26; 3,98 € ;kg;10;39,8;5106,04;20%;18;6145,248;Differita;26/08/2025;90;17/11/2025
2025-000438;06/08/2025;Privato-0656;Privato;Frutta in guscio;Castagne;Agosto;8;2025;8; 2,87 € ;kg;20;57,4;57,4;20%;4;72,88;Differita;08/08/2025;65;10/10/2025
2025-000440;21/03/2025;RagSoc-0116;RagSoc;Ortaggi;Peperoni;Aprile;4;2025;27; 2,39 € ;kg;11;26,29;320,41;20%;4;388,492;Differita;27/04/2025;1;22/03/2025
2025-000440;15/05/2025;Privato-0241;Privato;Frutta;Prugne;Maggio;5;2025;17; 4,26 € ;kg;18;76,68;320,41;20%;8;392,492;Differita;17/05/2025;61;15/07/2025
2025-000440;09/04/2025;Privato-0667;Privato;Ortaggi;Cetrioli;Aprile;4;2025;10; 12,08 € ;kg;18;217,44;320,41;20%;14;398,492;Differita;10/04/2025;49;28/05/2025
2025-000441;22/07/2025;Privato-0026;Privato;Frutta in guscio;Noci;Agosto;8;2025;2; 7,37 € ;kg;10;73,7;4590,8;20%;5;5513,96;Differita;02/08/2025;78;08/10/2025
2025-000441;09/06/2025;RagSoc-0035;RagSoc;Cereali;Miglio;Giugno;6;2025;16; 322,65 € ;t;14;4517,1;4590,8;20%;5;5513,96;Differita;16/06/2025;104;21/09/2025
2025-000442;22/08/2025;Privato-0042;Privato;Frutta;Pere;Agosto;8;2025;26; 2,82 € ;kg;17;47,94;47,94;20%;17;74,528;Differita;26/08/2025;114;14/12/2025
2025-000443;09/04/2025;Privato-0203;Privato;Spezie piante aromatiche;Menta;Aprile;4;2025;9; 0,55 € ;Confezione;10;5,5;17,44;20%;11;31,928;Immediata;09/04/2025;0;09/04/2025
2025-000443;28/07/2025;Privato-0313;Privato;Frutta in guscio;Semi girasole;Agosto;8;2025;1; 3,98 € ;kg;3;11,94;17,44;20%;2;22,928;Differita;01/08/2025;12;09/08/2025
2025-000444;22/08/2025;RagSoc-0070;RagSoc;Ortaggi;Broccoli;Settembre;9;2025;6; 22,73 € ;kg;4;90,92;90,92;20%;2;111,104;Differita;06/09/2025;116;16/12/2025
2025-000445;01/02/2025;RagSoc-0061;RagSoc;Legumi;Piselli;Aprile;4;2025;1; 64,88 € ;q;20;1297,6;1297,6;20%;4;1561,12;Differita;01/04/2025;78;20/04/2025
2025-000447;02/01/2025;RagSoc-0099;RagSoc;Spezie piante aromatiche;Alloro;Annuale;1;2025;29; 1,36 € ;Confezione;14;19,04;4170,88;20%;2;5007,056;Differita;29/01/2025;43;14/02/2025
2025-000447;10/06/2025;Privato-0483;Privato;Cereali;Avena;Giugno;6;2025;11; 296,56 € ;t;14;4151,84;4170,88;20%;0;5005,056;Differita;11/06/2025;92;10/09/2025
2025-000449;08/08/2025;Privato-0371;Privato;Frutta in guscio;Anacardi;Agosto;8;2025;8; 7,86 € ;kg;7;55,02;648,84;20%;6;784,608;Immediata;08/08/2025;0;08/08/2025
2025-000449;01/04/2025;RagSoc-0058;RagSoc;Legumi;Fagioli;Aprile;4;2025;10; 60,02 € ;q;8;480,16;648,84;20%;35;813,608;Differita;10/04/2025;1;02/04/2025
2025-000449;10/03/2025;RagSoc-0061;RagSoc;Ortaggi;Cetrioli;Aprile;4;2025;16; 12,08 € ;kg;9;108,72;648,84;20%;4;782,608;Differita;16/04/2025;39;18/04/2025
2025-000449;28/05/2025;Privato-0746;Privato;Frutta;Fragole;Maggio;5;2025;31; 4,94 € ;kg;1;4,94;648,84;20%;52;830,608;Differita;31/05/2025;107;12/09/2025
2025-000450;31/05/2025;Privato-0549;Privato;Cereali;Grano tenero;Giugno;6;2025;1; 317,59 € ;t;11;3493,49;5765,09;20%;42;6960,108;Differita;01/06/2025;87;26/08/2025
2025-000450;04/03/2025;RagSoc-0054;RagSoc;Legumi;Lenticchie;Aprile;4;2025;25; 113,58 € ;q;20;2271,6;5765,09;20%;1;6919,108;Differita;25/04/2025;52;25/04/2025
2025-000451;14/08/2025;Privato-0381;Privato;Frutta;Mele cotogne;Agosto;8;2025;14; 0,90 € ;kg;15;13,5;13,5;20%;3;19,2;Immediata;14/08/2025;0;14/08/2025
2025-000452;29/07/2025;RagSoc-0069;RagSoc;Frutta in guscio;Castagne;Agosto;8;2025;17; 2,87 € ;kg;4;11,48;11,48;20%;2;15,776;Differita;17/08/2025;13;11/08/2025
2025-000453;22/09/2025;Privato-0593;Privato;Cereali;Orzo;Settembre;9;2025;26; 316,64 € ;t;7;2216,48;2216,48;20%;39;2698,776;Differita;26/09/2025;30;22/10/2025
2025-000454;24/03/2025;RagSoc-0099;RagSoc;Spezie piante aromatiche;Prezzemolo;Aprile;4;2025;1; 1,31 € ;Confezione;14;18,34;18,34;20%;19;41,008;Differita;01/04/2025;34;27/04/2025
2025-000455;02/06/2025;Privato-0039;Privato;Cereali;Grano duro;Giugno;6;2025;3; 300,95 € ;t;7;2106,65;2106,65;20%;33;2560,98;Differita;03/06/2025;5;07/06/2025
2025-000457;03/05/2025;Privato-0496;Privato;Frutta;Amarene;Maggio;5;2025;7; 1,18 € ;kg;8;9,44;1719,276364;20%;25;2088,131636;Differita;07/05/2025;44;16/06/2025
2025-000457;18/07/2025;RagSoc-0077;RagSoc;Ulivi;Olive da tavola;Settembre;9;2025;15; 94,99 € ;q;18;1709,836364;1719,276364;20%;3;2066,131636;Differita;15/09/2025;102;28/10/2025
2025-000458;26/05/2025;Privato-0088;Privato;Frutta;Fragole;Maggio;5;2025;30; 4,94 € ;kg;7;34,58;34,58;20%;9;50,496;Differita;30/05/2025;51;16/07/2025
2025-000460;20/08/2025;Privato-0636;Privato;Frutta in guscio;Noci;Agosto;8;2025;23; 7,37 € ;kg;13;95,81;95,81;20%;12;126,972;Differita;23/08/2025;42;01/10/2025
2025-000463;05/04/2025;Privato-0602;Privato;Ortaggi;Melanzane;Aprile;4;2025;9; 11,22 € ;kg;12;134,64;134,64;20%;4;165,568;Differita;09/04/2025;9;14/04/2025
2025-000464;15/04/2025;RagSoc-0104;RagSoc;Cereali;Sorgo;Giugno;6;2025;3; 329,91 € ;t;2;659,82;659,82;20%;0;791,784;Differita;03/06/2025;32;17/05/2025
2025-000465;13/04/2025;Privato-0756;Privato;Legumi;Piselli;Aprile;4;2025;15; 64,88 € ;q;8;519,04;538,62;20%;39;685,344;Differita;15/04/2025;8;21/04/2025
2025-000465;17/05/2025;Privato-0655;Privato;Frutta;Ciliegie;Maggio;5;2025;27; 1,78 € ;kg;11;19,58;538,62;20%;13;659,344;Differita;27/05/2025;37;23/06/2025
2025-000466;18/05/2025;Privato-0233;Privato;Frutta;Albicocche;Maggio;5;2025;22; 4,38 € ;kg;16;70,08;70,08;20%;19;103,096;Differita;22/05/2025;64;21/07/2025
2025-000467;11/01/2025;RagSoc-0090;RagSoc;Altre piante;Piante d'arredo;Annuale;1;2025;21; 32,01 € ;Pezzo;1;32,01;4612,37;20%;0;5534,844;Differita;21/01/2025;54;06/03/2025
2025-000467;27/05/2025;RagSoc-0009;RagSoc;Cereali;Grano tenero;Giugno;6;2025;18; 317,59 € ;t;14;4446,26;4612,37;20%;27;5561,844;Differita;18/06/2025;116;20/09/2025
2025-000467;26/08/2025;Privato-0093;Privato;Frutta in guscio;Mandorle;Agosto;8;2025;28; 7,45 € ;kg;18;134,1;4612,37;20%;0;5534,844;Differita;28/08/2025;34;29/09/2025
2025-000468;13/06/2025;Privato-0686;Privato;Cereali;Segale;Giugno;6;2025;14; 334,75 € ;t;20;6695;6695;20%;54;8088;Differita;14/06/2025;67;19/08/2025
2025-000472;23/04/2025;Privato-0112;Privato;Legumi;Fagioli;Aprile;4;2025;24; 60,02 € ;q;11;660,22;6155,63;20%;11;7397,756;Differita;24/04/2025;115;16/08/2025
2025-000472;20/04/2025;Privato-0084;Privato;Spezie piante aromatiche;Basilico;Aprile;4;2025;27; 1,48 € ;Confezione;7;10,36;6155,63;20%;24;7410,756;Differita;27/04/2025;78;07/07/2025
2025-000472;02/06/2025;Privato-0342;Privato;Cereali;Miglio;Giugno;6;2025;3; 322,65 € ;t;17;5485,05;6155,63;20%;0;7386,756;Differita;03/06/2025;2;04/06/2025
2025-000473;02/01/2025;Privato-0082;Privato;Altre piante;Piante per l'industria;Annuale;1;2025;3; 37,73 € ;Pezzo;15;565,95;565,95;20%;46;725,14;Differita;03/01/2025;50;21/02/2025
2025-000474;12/05/2025;RagSoc-0098;RagSoc;Frutta;Albicocche;Maggio;5;2025;27; 4,38 € ;kg;19;83,22;83,22;20%;2;101,864;Differita;27/05/2025;88;08/08/2025
2025-000475;29/01/2025;Privato-0683;Privato;Altre piante;Piante d'arredo;Annuale;1;2025;29; 32,01 € ;Pezzo;3;96,03;96,03;20%;15;130,236;Immediata;29/01/2025;0;29/01/2025
2025-000476;12/04/2025;Privato-0722;Privato;Ortaggi;Meloni;Aprile;4;2025;12; 1,50 € ;kg;2;3;3;20%;2;5,6;Immediata;12/04/2025;0;12/04/2025
2025-000477;28/05/2025;Privato-0293;Privato;Cereali;Avena;Giugno;6;2025;8; 296,56 € ;t;20;5931,2;5931,2;20%;20;7137,44;Differita;08/06/2025;26;23/06/2025
2025-000478;03/05/2025;Privato-0326;Privato;Frutta;Prugne;Maggio;5;2025;11; 4,26 € ;kg;3;12,78;328,92;20%;8;402,704;Differita;11/05/2025;63;05/07/2025
2025-000478;27/04/2025;Privato-0267;Privato;Ortaggi;Melanzane;Aprile;4;2025;27; 11,22 € ;kg;7;78,54;328,92;20%;10;404,704;Immediata;27/04/2025;0;27/04/2025
2025-000478;27/08/2025;Privato-0333;Privato;Ortaggi;Patate;Settembre;9;2025;1; 19,80 € ;kg;12;237,6;328,92;20%;6;400,704;Differita;01/09/2025;17;13/09/2025
2025-000480;27/07/2025;RagSoc-0064;RagSoc;Frutta in guscio;Mandorle;Agosto;8;2025;30; 7,45 € ;kg;8;59,6;59,6;20%;38;109,52;Differita;30/08/2025;25;21/08/2025
2025-000481;08/04/2025;Privato-0227;Privato;Legumi;Piselli;Aprile;4;2025;14; 64,88 € ;q;1;64,88;64,88;20%;3;80,856;Differita;14/04/2025;105;22/07/2025
2025-000483;03/05/2025;RagSoc-0076;RagSoc;Cereali;Sorgo;Giugno;6;2025;11; 329,91 € ;t;8;2639,28;2639,28;20%;13;3180,136;Differita;11/06/2025;88;30/07/2025
2025-000485;08/02/2025;RagSoc-0046;RagSoc;Spezie piante aromatiche;Prezzemolo;Aprile;4;2025;2; 1,31 € ;Confezione;7;9,17;9,17;20%;0;11,004;Differita;02/04/2025;76;25/04/2025
2025-000488;13/08/2025;Privato-0795;Privato;Frutta;Pere;Agosto;8;2025;17; 2,82 € ;kg;10;28,2;28,2;20%;12;45,84;Differita;17/08/2025;62;14/10/2025
2025-000490;16/02/2025;RagSoc-0105;RagSoc;Ortaggi;Melanzane;Aprile;4;2025;4; 11,22 € ;kg;16;179,52;1542,48;20%;3;1853,976;Differita;04/04/2025;55;12/04/2025
2025-000490;09/04/2025;Privato-0150;Privato;Legumi;Lenticchie;Aprile;4;2025;10; 113,58 € ;q;12;1362,96;1542,48;20%;6;1856,976;Differita;10/04/2025;89;07/07/2025
2025-000491;05/08/2025;Privato-0220;Privato;Frutta;Mele cotogne;Agosto;8;2025;8; 0,90 € ;kg;18;16,2;16,2;20%;94;113,44;Differita;08/08/2025;28;02/09/2025
2025-000492;23/09/2025;Privato-0140;Privato;Viti;Uva da tavola;Settembre;9;2025;29; 22,48 € ;q;4;89,92;1608,64;20%;0;1930,368;Differita;29/09/2025;72;04/12/2025
2025-000492;30/01/2025;Privato-0770;Privato;Altre piante;Piante per l'industria;Annuale;1;2025;30; 37,73 € ;Pezzo;15;565,95;1608,64;20%;5;1935,368;Immediata;30/01/2025;0;30/01/2025
2025-000492;19/05/2025;Privato-0694;Privato;Cereali;Grano tenero;Giugno;6;2025;1; 317,59 € ;t;3;952,77;1608,64;20%;3;1933,368;Differita;01/06/2025;89;16/08/2025
2025-000493;06/04/2025;Privato-0229;Privato;Ortaggi;Melanzane;Aprile;4;2025;21; 11,22 € ;kg;2;22,44;155,1;20%;6;192,12;Differita;21/04/2025;31;07/05/2025
2025-000493;12/08/2025;Privato-0240;Privato;Frutta in guscio;Noci;Agosto;8;2025;13; 7,37 € ;kg;18;132,66;155,1;20%;5;191,12;Differita;13/08/2025;44;25/09/2025
2025-000498;15/09/2025;Privato-0289;Privato;Ulivi;Olive da tavola;Settembre;9;2025;18; 94,99 € ;q;20;1899,818182;1902,938182;20%;0;2283,525818;Differita;18/09/2025;15;30/09/2025
2025-000498;17/03/2025;Privato-0754;Privato;Spezie piante aromatiche;Origano;Aprile;4;2025;14; 1,04 € ;Confezione;3;3,12;1902,938182;20%;11;2294,525818;Differita;14/04/2025;73;29/05/2025
2025-000499;26/01/2025;Privato-0468;Privato;Altre piante;Alberi e fiori da giardino;Annuale;1;2025;30; 37,71 € ;Pezzo;19;716,49;716,49;20%;13;872,788;Differita;30/01/2025;32;27/02/2025
2025-000502;07/08/2025;Privato-0026;Privato;Frutta in guscio;Castagne;Agosto;8;2025;22; 2,87 € ;kg;11;31,57;31,57;20%;17;54,884;Differita;22/08/2025;26;02/09/2025
2025-000504;13/08/2025;Privato-0012;Privato;Frutta in guscio;Noci;Agosto;8;2025;20; 7,37 € ;kg;8;58,96;4822,81;20%;46;5833,372;Differita;20/08/2025;36;18/09/2025
2025-000504;16/06/2025;RagSoc-0021;RagSoc;Cereali;Grano tenero;Giugno;6;2025;18; 317,59 € ;t;15;4763,85;4822,81;20%;20;5807,372;Differita;18/06/2025;36;22/07/2025
2025-000506;26/04/2025;RagSoc-0038;RagSoc;Spezie piante aromatiche;Origano;Aprile;4;2025;26; 1,04 € ;Confezione;13;13,52;121,82;20%;7;153,184;Immediata;26/04/2025;0;26/04/2025
2025-000506;26/04/2025;Privato-0639;Privato;Frutti di bosco;Mirtilli;Maggio;5;2025;1; 5,70 € ;kg;19;108,3;121,82;20%;37;183,184;Differita;01/05/2025;32;28/05/2025
2025-000507;23/06/2025;Privato-0208;Privato;Cereali;Grano duro;Giugno;6;2025;26; 300,95 € ;t;2;601,9;601,9;20%;63;785,28;Differita;26/06/2025;117;18/10/2025
2025-000508;07/04/2025;Privato-0576;Privato;Spezie piante aromatiche;Prezzemolo;Aprile;4;2025;8; 1,31 € ;Confezione;8;10,48;10,48;20%;1;13,576;Differita;08/04/2025;77;23/06/2025
2025-000509;18/05/2025;Privato-0605;Privato;Frutti di bosco;Lamponi;Maggio;5;2025;18; 4,72 € ;kg;11;51,92;51,92;20%;4;66,304;Immediata;18/05/2025;0;18/05/2025
2025-000511;06/04/2025;RagSoc-0081;RagSoc;Spezie piante aromatiche;Rosmarino;Aprile;4;2025;15; 0,80 € ;Confezione;3;2,4;212,1;20%;7;261,52;Differita;15/04/2025;10;16/04/2025
2025-000511;20/04/2025;Privato-0708;Privato;Ortaggi;Lattuga;Aprile;4;2025;20; 13,98 € ;kg;15;209,7;212,1;20%;4;258,52;Immediata;20/04/2025;0;20/04/2025
2025-000513;25/04/2025;Privato-0185;Privato;Spezie piante aromatiche;Menta;Aprile;4;2025;27; 0,55 € ;Confezione;6;3,3;4818,5;20%;1;5783,2;Differita;27/04/2025;27;22/05/2025
2025-000513;17/06/2025;Privato-0718;Privato;Cereali;Grano duro;Giugno;6;2025;17; 300,95 € ;t;16;4815,2;4818,5;20%;27;5809,2;Immediata;17/06/2025;0;17/06/2025
2025-000514;11/04/2025;Privato-0145;Privato;Ortaggi;Asparagi;Aprile;4;2025;20; 2,21 € ;kg;5;11,05;36,88;20%;35;79,256;Differita;20/04/2025;42;23/05/2025
2025-000514;24/06/2025;RagSoc-0097;RagSoc;Frutta in guscio;Castagne;Agosto;8;2025;15; 2,87 € ;kg;9;25,83;36,88;20%;24;68,256;Differita;15/08/2025;56;19/08/2025
2025-000515;10/05/2025;Privato-0489;Privato;Frutti di bosco;Lamponi;Maggio;5;2025;20; 4,72 € ;kg;9;42,48;379,68;20%;2;457,616;Differita;20/05/2025;77;26/07/2025
2025-000515;06/09/2025;Privato-0152;Privato;Viti;Uva da tavola;Settembre;9;2025;6; 22,48 € ;q;15;337,2;379,68;20%;3;458,616;Immediata;06/09/2025;0;06/09/2025
2025-000516;29/03/2025;Privato-0758;Privato;Ortaggi;Angurie;Aprile;4;2025;1; 20,72 € ;kg;16;331,52;331,52;20%;0;397,824;Differita;01/04/2025;87;24/06/2025
2025-000517;06/02/2025;RagSoc-0020;RagSoc;Legumi;Fave;Aprile;4;2025;7; 117,01 € ;q;9;1053,09;1053,09;20%;15;1278,708;Differita;07/04/2025;116;02/06/2025
2025-000520;15/08/2025;Privato-0186;Privato;Frutta in guscio;Pistacchi;Agosto;8;2025;16; 3,61 € ;kg;3;10,83;10,83;20%;1;13,996;Differita;16/08/2025;93;16/11/2025
2025-000522;03/09/2025;Privato-0389;Privato;Viti;Uva per vinificazione;Settembre;9;2025;11; 33,74 € ;q;10;337,4;337,4;20%;18;422,88;Differita;11/09/2025;78;20/11/2025
2025-000523;22/04/2025;Privato-0398;Privato;Ortaggi;Meloni;Aprile;4;2025;23; 1,50 € ;kg;4;6;40,38;20%;34;82,456;Differita;23/04/2025;119;19/08/2025
2025-000523;03/03/2025;RagSoc-0087;RagSoc;Ortaggi;Meloni;Aprile;4;2025;7; 1,50 € ;kg;20;30;40,38;20%;8;56,456;Differita;07/04/2025;27;30/03/2025
2025-000523;18/05/2025;Privato-0622;Privato;Frutta;Albicocche;Maggio;5;2025;18; 4,38 € ;kg;1;4,38;40,38;20%;17;65,456;Immediata;18/05/2025;0;18/05/2025
2025-000525;22/07/2025;RagSoc-0096;RagSoc;Ulivi;Olive per frantoio;Settembre;9;2025;2; 105,48 € ;q;16;1687,709091;1718,109091;20%;3;2064,730909;Differita;02/09/2025;18;09/08/2025
2025-000525;16/05/2025;Privato-0459;Privato;Frutti di bosco;Ribes;Maggio;5;2025;30; 1,52 € ;kg;20;30,4;1718,109091;20%;20;2081,730909;Differita;30/05/2025;8;24/05/2025
2025-000526;03/08/2025;Privato-0681;Privato;Frutta;Pere;Agosto;8;2025;16; 2,82 € ;kg;18;50,76;50,76;20%;1;61,912;Differita;16/08/2025;74;16/10/2025
2025-000527;07/06/2025;Privato-0693;Privato;Cereali;Grano tenero;Giugno;6;2025;7; 317,59 € ;t;18;5716,62;6637,57;20%;14;7979,084;Immediata;07/06/2025;0;07/06/2025
2025-000527;07/01/2025;Privato-0763;Privato;Altre piante;Alberi e fiori da giardino;Annuale;1;2025;11; 37,71 € ;Pezzo;16;603,36;6637,57;20%;18;7983,084;Differita;11/01/2025;120;07/05/2025
2025-000527;24/06/2025;Privato-0654;Privato;Cereali;Grano tenero;Giugno;6;2025;24; 317,59 € ;t;1;317,59;6637,57;20%;30;7995,084;Immediata;24/06/2025;0;24/06/2025
2025-000528;12/04/2025;Privato-0422;Privato;Legumi;Fagioli;Aprile;4;2025;12; 60,02 € ;q;5;300,1;342,04;20%;8;418,448;Immediata;12/04/2025;0;12/04/2025
2025-000528;24/04/2025;Privato-0125;Privato;Ortaggi;Lattuga;Aprile;4;2025;24; 13,98 € ;kg;3;41,94;342,04;20%;9;419,448;Immediata;24/04/2025;0;24/04/2025
2025-000529;13/09/2025;Privato-0311;Privato;Viti;Uva da tavola;Settembre;9;2025;13; 22,48 € ;q;5;112,4;143,84;20%;14;186,608;Immediata;13/09/2025;0;13/09/2025
2025-000529;09/08/2025;Privato-0395;Privato;Frutta in guscio;Anacardi;Agosto;8;2025;13; 7,86 € ;kg;4;31,44;143,84;20%;3;175,608;Differita;13/08/2025;62;10/10/2025
2025-000530;07/01/2025;Privato-0463;Privato;Altre piante;Alberi e fiori da giardino;Annuale;1;2025;7; 37,71 € ;Pezzo;1;37,71;56,43;20%;0;67,716;Immediata;07/01/2025;0;07/01/2025
2025-000530;21/03/2025;Privato-0188;Privato;Spezie piante aromatiche;Origano;Aprile;4;2025;5; 1,04 € ;Confezione;18;18,72;56,43;20%;0;67,716;Differita;05/04/2025;50;10/05/2025
2025-000531;14/07/2025;Privato-0713;Privato;Frutta in guscio;Noci;Agosto;8;2025;6; 7,37 € ;kg;3;22,11;22,11;20%;18;44,532;Differita;06/08/2025;101;23/10/2025
2025-000532;30/08/2025;Privato-0784;Privato;Frutta in guscio;Pistacchi;Agosto;8;2025;30; 3,61 € ;kg;8;28,88;28,88;20%;4;38,656;Immediata;30/08/2025;0;30/08/2025
2025-000533;22/08/2025;RagSoc-0018;RagSoc;Ortaggi;Broccoli;Settembre;9;2025;10; 22,73 € ;kg;13;295,49;5282,95;20%;2;6341,54;Differita;10/09/2025;28;19/09/2025
2025-000533;04/09/2025;RagSoc-0084;RagSoc;Cereali;Mais;Settembre;9;2025;17; 293,38 € ;t;17;4987,46;5282,95;20%;0;6339,54;Differita;17/09/2025;19;23/09/2025
2025-000536;13/05/2025;Privato-0189;Privato;Frutta;Mele;Maggio;5;2025;13; 0,95 € ;kg;10;9,5;141,5;20%;3;172,8;Immediata;13/05/2025;0;13/05/2025
2025-000536;17/04/2025;Privato-0439;Privato;Ortaggi;Carote;Aprile;4;2025;18; 8,25 € ;kg;16;132;141,5;20%;2;171,8;Differita;18/04/2025;58;14/06/2025
2025-000537;10/04/2025;Privato-0195;Privato;Legumi;Fagioli;Aprile;4;2025;11; 60,02 € ;q;6;360,12;360,12;20%;2;434,144;Differita;11/04/2025;46;26/05/2025
2025-000539;02/09/2025;Privato-0135;Privato;Ortaggi;Cavolfiori;Settembre;9;2025;10; 23,94 € ;kg;18;430,92;430,92;20%;35;552,104;Differita;10/09/2025;15;17/09/2025
2025-000541;01/04/2025;Privato-0116;Privato;Legumi;Lenticchie;Aprile;4;2025;9; 113,58 € ;q;2;227,16;3192,76;20%;0;3831,312;Differita;09/04/2025;64;04/06/2025
2025-000541;22/05/2025;Privato-0768;Privato;Cereali;Avena;Giugno;6;2025;9; 296,56 € ;t;10;2965,6;3192,76;20%;1;3832,312;Differita;09/06/2025;107;06/09/2025
2025-000542;01/01/2025;Privato-0793;Privato;Altre piante;Alberi e fiori da giardino;Annuale;1;2025;1; 37,71 € ;Pezzo;9;339,39;339,39;20%;5;412,268;Immediata;01/01/2025;0;01/01/2025
2025-000544;18/09/2025;Privato-0595;Privato;Ortaggi;Cavoli;Settembre;9;2025;26; 23,11 € ;kg;8;184,88;184,88;20%;24;245,856;Differita;26/09/2025;3;21/09/2025
2025-000547;14/01/2025;Privato-0724;Privato;Altre piante;Piante per l'industria;Annuale;1;2025;20; 37,73 € ;Pezzo;17;641,41;641,41;20%;34;803,692;Differita;20/01/2025;87;11/04/2025
2025-000550;30/09/2025;Privato-0175;Privato;Ortaggi;Cavolfiori;Settembre;9;2025;30; 23,94 € ;kg;17;406,98;477,28;20%;2;574,736;Immediata;30/09/2025;0;30/09/2025
2025-000550;09/08/2025;RagSoc-0008;RagSoc;Ortaggi;Finocchi;Settembre;9;2025;14; 14,06 € ;kg;5;70,3;477,28;20%;25;597,736;Differita;14/09/2025;82;30/10/2025
2025-000552;03/04/2025;Privato-0250;Privato;Ortaggi;Fagiolini;Aprile;4;2025;19; 10,16 € ;kg;1;10,16;1257,72;20%;46;1555,264;Differita;19/04/2025;32;05/05/2025
2025-000552;02/05/2025;Privato-0259;Privato;Frutta;Albicocche;Maggio;5;2025;2; 4,38 € ;kg;14;61,32;1257,72;20%;4;1513,264;Immediata;02/05/2025;0;02/05/2025
2025-000552;07/06/2025;Privato-0156;Privato;Cereali;Avena;Giugno;6;2025;7; 296,56 € ;t;4;1186,24;1257,72;20%;12;1521,264;Immediata;07/06/2025;0;07/06/2025
2025-000553;20/09/2025;Privato-0141;Privato;Viti;Uva per vinificazione;Settembre;9;2025;22; 33,74 € ;q;4;134,96;134,96;20%;30;191,952;Differita;22/09/2025;42;01/11/2025
2025-000554;09/03/2025;RagSoc-0023;RagSoc;Spezie piante aromatiche;Rosmarino;Aprile;4;2025;17; 0,80 € ;Confezione;6;4,8;3258,334545;20%;25;3935,001455;Differita;17/04/2025;99;16/06/2025
2025-000554;12/04/2025;Privato-0800;Privato;Legumi;Lenticchie;Aprile;4;2025;13; 113,58 € ;q;11;1249,38;3258,334545;20%;11;3921,001455;Differita;13/04/2025;69;20/06/2025
2025-000554;05/08/2025;RagSoc-0045;RagSoc;Ulivi;Olive per frantoio;Settembre;9;2025;27; 105,48 € ;q;19;2004,154545;3258,334545;20%;12;3922,001455;Differita;27/09/2025;44;18/09/2025
2025-000555;20/03/2025;RagSoc-0038;RagSoc;Frutta;Pesche;Maggio;5;2025;10; 4,76 € ;kg;5;23,8;5730,98;20%;2;6879,176;Differita;10/05/2025;77;05/06/2025
2025-000555;06/06/2025;Privato-0631;Privato;Cereali;Grano duro;Giugno;6;2025;6; 300,95 € ;t;18;5417,1;5730,98;20%;2;6879,176;Immediata;06/06/2025;0;06/06/2025
2025-000555;04/04/2025;Privato-0788;Privato;Ortaggi;Angurie;Aprile;4;2025;10; 20,72 € ;kg;14;290,08;5730,98;20%;10;6887,176;Differita;10/04/2025;96;09/07/2025
2025-000557;27/03/2025;Privato-0469;Privato;Ortaggi;Zucchine;Aprile;4;2025;4; 22,04 € ;kg;6;132,24;132,24;20%;24;182,688;Differita;04/04/2025;65;31/05/2025
2025-000559;20/03/2025;Privato-0472;Privato;Spezie piante aromatiche;Rosmarino;Aprile;4;2025;2; 0,80 € ;Confezione;14;11,2;11,2;20%;0;13,44;Differita;02/04/2025;80;08/06/2025
2025-000560;29/03/2025;RagSoc-0080;RagSoc;Ortaggi;Pomodori;Aprile;4;2025;6; 2,32 € ;kg;4;9,28;9,28;20%;16;27,136;Differita;06/04/2025;90;27/06/2025
2025-000561;01/08/2025;Privato-0437;Privato;Frutta;Pere;Agosto;8;2025;3; 2,82 € ;kg;18;50,76;61,98;20%;1;75,376;Differita;03/08/2025;74;14/10/2025
2025-000561;17/03/2025;Privato-0566;Privato;Ortaggi;Melanzane;Aprile;4;2025;5; 11,22 € ;kg;1;11,22;61,98;20%;16;90,376;Differita;05/04/2025;16;02/04/2025
2025-000562;10/04/2025;Privato-0498;Privato;Legumi;Fagioli;Aprile;4;2025;10; 60,02 € ;q;20;1200,4;1200,4;20%;0;1440,48;Immediata;10/04/2025;0;10/04/2025
2025-000563;10/04/2025;Privato-0129;Privato;Ortaggi;Meloni;Aprile;4;2025;17; 1,50 € ;kg;17;25,5;25,5;20%;0;30,6;Differita;17/04/2025;99;18/07/2025
2025-000565;14/06/2025;Privato-0027;Privato;Cereali;Grano duro;Giugno;6;2025;15; 300,95 € ;t;1;300,95;300,95;20%;0;361,14;Differita;15/06/2025;99;21/09/2025
